Account No,Month,Monthly Expense,Monthly Income,End of Month Balance
169006407.0,2023-07,-2732.46,2870.0,10787.486940329578
169006407.0,2023-08,-1868.1700000000003,2870.0,11789.311969265476
169006407.0,2023-09,-2501.919999999999,2870.0,12157.393327852553
169006407.0,2023-10,-2281.3199999999993,2870.0,12746.053960695755
169006407.0,2023-11,-2240.0299999999993,2870.0,13376.00578493364
169006407.0,2023-12,-661.1,2870.0,13234.901783182886
169689461.0,2023-01,-2607.219999999999,2273.0,776.7783
169689461.0,2023-02,-1400.45,2273.0,1649.3283
169689461.0,2023-03,-2452.8299999999995,2273.0,1469.4982999999995
169689461.0,2023-04,-2561.93,2273.0,1180.5682999999997
169689461.0,2023-05,-2117.35,2273.0,1336.218299999999
169689461.0,2023-06,-2149.18,2273.0,1460.0382999999997
169689461.0,2023-07,-2268.35,2273.0,1464.6882999999991
169689461.0,2023-08,-2321.73,2273.0,1415.9560999999992
169689461.0,2023-09,-2012.7900000000002,2273.0,1676.1660999999992
169689461.0,2023-10,-2658.7999999999997,2273.0,1290.3631499999992
169689461.0,2023-11,-2484.7299999999996,2273.0,1078.633149999999
169689461.0,2023-12,-684.99,0.0,978.643149999999
170233640.0,2023-01,-1481.88,0.0,-556.8598381301831
170233640.0,2023-02,-780.1600000000001,1090.0,-247.0217612280177
170233640.0,2023-03,-725.0699999999999,0.0,-972.0954600501028
170233640.0,2023-04,-301.09,0.0,-1273.1808600501029
170233640.0,2023-05,-367.51000000000005,1650.0,9.315389949897105
170233640.0,2023-06,-916.15,0.0,-906.8373100501028
170233640.0,2023-07,-317.7,0.0,-1224.536210050103
170233640.0,2023-08,-719.7199999999999,980.0,-964.2494600501028
170233640.0,2023-09,-331.26,0.0,-1295.5085100501028
170233640.0,2023-10,-639.4000000000001,1560.0,-374.9112600501027
170233640.0,2023-11,-309.63,40.0,-644.5429600501027
170233640.0,2023-12,-72.36,0.0,-716.9016100501027
170637730.0,2023-01,-1674.45,2021.0,2891.552014935148
170637730.0,2023-02,-1322.3300000000002,2021.0,3590.228441661303
170637730.0,2023-03,-2271.9399999999996,2021.0,3339.30652235068
170637730.0,2023-04,-1422.5000000000002,2021.0,3937.806754988291
170637730.0,2023-05,-2365.0899999999992,2021.0,3593.719907494469
170637730.0,2023-06,-1579.1,2021.0,4035.610595018277
170637730.0,2023-07,-2626.2899999999995,2021.0,3330.9530998380933
170637730.0,2023-08,-2098.6999999999994,2021.0,3253.3010070038777
170637730.0,2023-09,-1976.5299999999997,2021.0,3280.983358610978
170637730.0,2023-10,-2152.31,2021.0,3149.6754423630773
170637730.0,2023-11,-3203.13,2021.0,1952.3042733370664
170637730.0,2023-12,-812.83,2021.0,1772.473201280178
172084472.0,2023-01,-4428.58,3083.0,-192.58072159571816
172084472.0,2023-02,-2822.03,2353.0,-661.6107215957181
172084472.0,2023-03,-2727.8900000000003,3383.0,1289.499278404282
172084472.0,2023-04,-3608.28,3713.0,98.21927840428158
172084472.0,2023-05,-2921.22,1943.0,-880.0007215957185
172084472.0,2023-06,-2757.7,4133.0,495.2992784042817
172084472.0,2023-07,-3332.33,3073.0,235.9692784042816
172084472.0,2023-08,-2790.3999999999996,1943.0,-611.4307215957185
172084472.0,2023-09,-2610.99,1943.0,-1279.4207215957183
172084472.0,2023-10,-4503.17,3373.0,-1113.5907215957186
172084472.0,2023-11,-2625.35,3913.0,174.05927840428149
172084472.0,2023-12,-1296.0,1943.0,-1121.9407215957183
173317688.0,2023-01,-1503.06,0.0,-99.06423488428544
173317688.0,2023-02,-276.06,0.0,-375.1262348842855
173317688.0,2023-03,-313.43,0.0,-696.5482348842854
173317688.0,2023-04,-208.25000000000003,0.0,-904.7912348842854
173317688.0,2023-05,-377.34000000000003,0.0,-1282.1302348842855
173317688.0,2023-06,-219.27,0.0,-1501.3942348842854
173317688.0,2023-07,-342.38,0.0,-1843.7737348842852
173317688.0,2023-08,-147.05,0.0,-1990.8162348842852
173317688.0,2023-09,-222.52,0.0,-2213.338734884285
173317688.0,2023-10,-140.15,0.0,-2353.488734884284
173317688.0,2023-11,-197.26000000000002,0.0,-2550.7487348842837
173317688.0,2023-12,-17.45,0.0,-2568.201234884283
173335108.0,2023-01,-1027.16,0.0,-166.16000000000005
173335108.0,2023-02,-1431.7900000000002,1430.0,-167.95000000000016
173335108.0,2023-03,-1060.01,1290.0,62.03999999999971
173335108.0,2023-04,-1100.88,1530.0,491.1599999999996
173335108.0,2023-05,-1340.98,630.0,-219.8200000000005
173335108.0,2023-06,-1152.8500000000001,1700.0,327.32999999999925
173335108.0,2023-07,-1512.21,1570.0,385.119999999999
173335108.0,2023-08,-1086.19,1550.0,848.9299999999989
173335108.0,2023-09,-4027.6499999999987,3860.0,681.2839999999994
173335108.0,2023-10,-977.4000000000001,3040.0,2743.8840000000005
173335108.0,2023-11,-1419.3300000000002,0.0,1324.554000000001
173335108.0,2023-12,-880.65,0.0,1282.904000000001
175452235.0,2023-01,-2336.6499999999996,1310.0,-388.42775000000006
175452235.0,2023-02,-670.0,2350.0,1291.57225
175452235.0,2023-03,-1831.49,1310.0,770.1002499999998
175452235.0,2023-04,-990.6700000000001,1310.0,1089.4502499999996
175452235.0,2023-05,-1429.3799999999999,1310.0,970.06425
175452235.0,2023-06,-730.69,1310.0,1549.3762499999998
175452235.0,2023-07,-3145.2899999999995,1310.0,-285.91074999999955
175452235.0,2023-08,-865.94,3760.0,2608.1642500000007
175452235.0,2023-09,-3474.3499999999985,2710.0,1637.3172500000005
175452235.0,2023-10,-2719.5999999999995,1310.0,227.73125000000027
175452235.0,2023-11,-2085.2599999999993,0.0,-547.5182499999996
175452235.0,2023-12,-58.800000000000004,0.0,-606.3257499999996
176922958.0,2023-01,-1638.14,2021.0,2962.861748406319
176922958.0,2023-02,-1458.8600000000001,2021.0,3525.014614572836
176922958.0,2023-03,-1070.27,2021.0,4475.749686597188
176922958.0,2023-04,-3126.229999999999,2021.0,3370.5253179088977
176922958.0,2023-05,-1545.1100000000001,2021.0,3846.39462346053
176922958.0,2023-06,-2591.1199999999994,2021.0,3264.25444619517
176922958.0,2023-07,-2952.969999999999,2021.0,2332.2880034335267
176922958.0,2023-08,-1854.16,2021.0,2499.133897447746
176922958.0,2023-09,-3406.919999999999,2021.0,1113.2395471976497
176922958.0,2023-10,-1473.5200000000002,2021.0,1660.7255471976498
176922958.0,2023-11,-1218.13,2021.0,2463.6005471976505
176922958.0,2023-12,-756.0699999999999,2021.0,2360.5325471976503
179173981.0,2023-01,-665.99,1825.0,1945.010000000001
179173981.0,2023-02,-1105.1399999999999,1825.0,2664.870000000002
179173981.0,2023-03,-1171.3400000000001,1825.0,3303.539541796829
179173981.0,2023-04,-1021.72,1825.0,4106.821926647827
179173981.0,2023-05,-1057.79,1825.0,4874.016962652124
179173981.0,2023-06,-666.1899999999999,1825.0,6032.842086447662
179173981.0,2023-07,-1319.9199999999998,1825.0,6537.9317789693205
179173981.0,2023-08,-1567.58,1825.0,6795.364625265179
179173981.0,2023-09,-1549.02,1825.0,7071.337592381842
179173981.0,2023-10,-3231.269999999999,1825.0,5665.055177605413
179173981.0,2023-11,-2489.8,1825.0,5000.245220852742
179173981.0,2023-12,-540.7599999999999,0.0,4459.4804211475775
180616589.0,2023-01,-2026.16,1733.0,2176.833100000002
180616589.0,2023-02,-1872.2799999999997,1733.0,2037.5555000000024
180616589.0,2023-03,-1759.96,1733.0,1953.6273630850203
180616589.0,2023-04,-1284.24,1733.0,2402.408683380352
180616589.0,2023-05,-1405.5000000000002,1733.0,2729.9231833803524
180616589.0,2023-06,-1896.8300000000002,1733.0,2514.614239230152
180616589.0,2023-07,-1396.92,1733.0,2850.702239230154
180616589.0,2023-08,-2791.5199999999995,1733.0,1792.191648033954
180616589.0,2023-09,-2503.409999999999,1733.0,1021.785648033954
180616589.0,2023-10,-1497.68,1733.0,1257.1145281236177
180616589.0,2023-11,-1304.45,1733.0,1685.6788282361094
180616589.0,2023-12,-847.07,1733.0,1574.6108282361097
180719578.0,2023-01,-809.1400000000001,0.0,-201.1440000000001
180719578.0,2023-02,-537.09,0.0,-738.2301500000001
180719578.0,2023-03,-574.41,0.0,-1312.64425
180719578.0,2023-04,-745.29,0.0,-2057.93185
180719578.0,2023-05,-637.86,0.0,-2695.7908999999986
180719578.0,2023-06,-589.16,0.0,-3284.9552499999986
180719578.0,2023-07,-251.08000000000004,0.0,-3536.027749999997
180719578.0,2023-08,-281.95000000000005,0.0,-3817.962749999996
180719578.0,2023-09,-286.6,0.0,-4104.557749999995
180719578.0,2023-10,-351.24000000000007,0.0,-4455.805249999995
180719578.0,2023-11,-282.73,0.0,-4738.525249999993
180719578.0,2023-12,-27.05,0.0,-4765.577749999993
183186021.0,2023-01,-1417.1200000000001,0.0,-1546.12255
183186021.0,2023-02,-1266.52,0.0,-2812.65255
183186021.0,2023-03,-1016.33,2840.0,-988.9825499999992
183186021.0,2023-04,-1085.96,0.0,-2074.927549999999
183186021.0,2023-05,-1018.37,2370.0,-780.2450499999992
183186021.0,2023-06,-1065.9,1050.0,-796.1425499999991
183186021.0,2023-07,-1012.62,1080.0,-728.7600499999992
183186021.0,2023-08,-1086.3600000000001,720.0,-1095.1325499999991
183186021.0,2023-09,-1068.66,0.0,-2163.782549999999
183186021.0,2023-10,-1050.99,1990.0,-1224.7775499999989
183186021.0,2023-11,-1062.18,1180.0,-1106.955049999999
183186021.0,2023-12,-853.27,830.0,-321.2200499999989
183546640.0,2023-01,-3468.489999999999,1842.5,219.51069734773432
183546640.0,2023-02,-1739.78,1842.5,322.23069734773435
183546640.0,2023-03,-1722.91,1842.5,441.8206973477343
183546640.0,2023-04,-2532.8900000000003,1842.5,-248.56930265226583
183546640.0,2023-05,-1686.95,1842.5,-93.01930265226582
183546640.0,2023-06,-1691.95,1842.5,57.53069734773414
183546640.0,2023-07,-1714.93,1842.5,185.100697347734
183546640.0,2023-08,-1685.96,1842.5,341.640697347734
183546640.0,2023-09,-1748.94,1842.5,435.2006973477339
183546640.0,2023-10,-2092.9199999999996,1842.5,171.79069734773384
183546640.0,2023-11,-1665.97,1842.5,348.3206973477338
183546640.0,2023-12,-942.98,1842.5,288.3406973477338
183888402.0,2023-01,-3573.789999999999,4167.0,4712.215200000002
183888402.0,2023-02,-1742.9700000000003,4167.0,7136.235200000005
183888402.0,2023-03,-2275.39,4167.0,9027.865300000009
183888402.0,2023-04,-1179.2099999999998,4167.0,12015.64969756488
183888402.0,2023-05,-1894.3700000000001,4167.0,14288.291303456735
183888402.0,2023-06,-2095.9199999999996,4167.0,16359.369238287098
183888402.0,2023-07,-3982.9699999999993,4167.0,16543.416884339775
183888402.0,2023-08,-3248.2599999999993,4167.0,17462.15945948729
183888402.0,2023-09,-3289.54,4167.0,18339.642988022937
183888402.0,2023-10,-2258.749999999999,4167.0,20247.894973285387
183888402.0,2023-11,-2281.92,4167.0,22132.982457140133
183888402.0,2023-12,-2168.5699999999997,4167.0,20811.415741948887
184430449.0,2023-01,-2297.5699999999997,2600.0,1141.425888118887
184430449.0,2023-02,-3388.99,2600.0,352.4407569299717
184430449.0,2023-03,-1965.83,2600.0,986.6111167637666
184430449.0,2023-04,-2059.88,2600.0,1526.7314391831858
184430449.0,2023-05,-3207.799999999999,2600.0,918.9299162580836
184430449.0,2023-06,-1967.4099999999999,2600.0,1551.5171806043118
184430449.0,2023-07,-2050.67,2600.0,2100.848726952136
184430449.0,2023-08,-1966.2600000000002,2600.0,2734.585271363016
184430449.0,2023-09,-3314.6799999999994,2600.0,2019.898363885164
184430449.0,2023-10,-1764.4,2600.0,2855.493927693265
184430449.0,2023-11,-1849.9800000000002,2600.0,3605.51633239109
184430449.0,2023-12,-763.96,0.0,3533.55633239109
187111705.0,2023-01,-1885.1100000000001,3333.33,1167.2094055069167
187111705.0,2023-02,-1989.4399999999996,3333.33,2511.100005506917
187111705.0,2023-03,-1965.3100000000002,3333.33,3879.129305506918
187111705.0,2023-04,-2653.3600000000006,3333.33,4559.107305506919
187111705.0,2023-05,-3005.46,3333.33,4886.978341644705
187111705.0,2023-06,-3124.67,3333.33,5095.648351249966
187111705.0,2023-07,-2191.15,3333.33,6230.914164039053
187111705.0,2023-08,-2114.56,3333.33,7449.67062338168
187111705.0,2023-09,-3743.3499999999995,3333.33,7039.644319615469
187111705.0,2023-10,-2645.1700000000005,3333.33,7727.811347754887
187111705.0,2023-11,-2697.51,3333.33,8363.609736314698
187111705.0,2023-12,-2065.66,0.0,7678.106332690096
187541224.0,2023-01,-3867.72,2300.0,2330.289000000001
187541224.0,2023-02,-1227.16,2300.0,3403.137000000002
187541224.0,2023-03,-1655.5700000000002,2300.0,4047.5750000000025
187541224.0,2023-04,-642.79,2300.0,5704.786544429095
187541224.0,2023-05,-2592.449999999999,2300.0,5412.352723873603
187541224.0,2023-06,-1786.1,2300.0,5926.259260041723
187541224.0,2023-07,-1781.1899999999998,2300.0,6445.079490370118
187541224.0,2023-08,-1609.3500000000001,2300.0,7129.616567386137
187541224.0,2023-09,-6662.879999999999,2300.0,2766.775500336543
187541224.0,2023-10,-2215.7299999999996,2300.0,2851.04745664854
187541224.0,2023-11,-2011.2299999999998,2300.0,3139.8088873742367
187541224.0,2023-12,-365.88,2300.0,2773.934627433773
188263947.0,2023-01,-4684.679999999999,3485.0,-554.6828500000001
188263947.0,2023-02,-2745.75,4065.0,764.56915
188263947.0,2023-03,-3176.14,3485.0,1073.42935
188263947.0,2023-04,-3021.0799999999995,3485.0,1537.3536500000002
188263947.0,2023-05,-4616.36,3485.0,405.9914000000001
188263947.0,2023-06,-4201.29,3485.0,-310.2860499999998
188263947.0,2023-07,-2693.5299999999997,3485.0,481.1920000000002
188263947.0,2023-08,-2926.5299999999997,3485.0,882.8597500000003
188263947.0,2023-09,-1922.03,3485.0,1135.8306500000006
188263947.0,2023-10,-3916.3799999999997,0.0,704.4617500000006
188263947.0,2023-11,-3297.13,3485.0,892.3327500000007
188263947.0,2023-12,-1601.97,0.0,600.3660500000008
189335192.0,2023-01,-3388.6799999999994,1842.5,1104.4483811064922
189335192.0,2023-02,-2176.79,1842.5,770.1555482421402
189335192.0,2023-03,-2577.9999999999995,1842.5,34.65104824214018
189335192.0,2023-04,-2011.38,1842.5,-134.22005175785986
189335192.0,2023-05,-1888.92,1842.5,-180.64300175786
189335192.0,2023-06,-2071.0099999999998,1842.5,-409.15820175786007
189335192.0,2023-07,-2051.9300000000003,1842.5,-618.5900517578601
189335192.0,2023-08,-1947.94,1842.5,-724.0301017578603
189335192.0,2023-09,-2010.19,1842.5,-891.7129017578602
189335192.0,2023-10,-1933.57,1842.5,-982.7790017578604
189335192.0,2023-11,-1881.45,1842.5,-1143.543951757861
189335192.0,2023-12,-727.11,1842.5,-1220.6507017578606
189757473.0,2023-01,-1108.38,0.0,473.6360999999999
189757473.0,2023-02,-342.96,0.0,130.67434999999983
189757473.0,2023-03,-297.25,0.0,-166.57830000000024
189757473.0,2023-04,-339.91,0.0,-506.4922500000003
189757473.0,2023-05,-436.35,0.0,-942.8534500000004
189757473.0,2023-06,-324.56000000000006,0.0,-1267.4053500000005
189757473.0,2023-07,-484.51,0.0,-1751.9136500000006
189757473.0,2023-08,-171.99,0.0,-1923.9086500000008
189757473.0,2023-09,-184.51000000000002,0.0,-2127.4136499999995
189757473.0,2023-10,-122.73,0.0,-2250.161149999999
189757473.0,2023-11,-159.73000000000002,0.0,-2409.8936499999986
189757473.0,2023-12,-23.07,0.0,-2432.963649999999
190874125.0,2023-01,-928.83,0.0,932.1730142135676
190874125.0,2023-02,-69.96,0.0,862.2130142135677
190874125.0,2023-03,-88.28999999999999,0.0,773.9230142135676
190874125.0,2023-04,-90.01999999999998,0.0,683.9030142135675
190874125.0,2023-05,-82.16,0.0,601.7430142135674
190874125.0,2023-06,-63.099999999999994,0.0,538.6430142135674
190874125.0,2023-07,-83.94,0.0,454.70301421356737
190874125.0,2023-08,-107.1,0.0,347.6030142135673
190874125.0,2023-09,-82.33,0.0,265.2730142135673
190874125.0,2023-10,-49.97,0.0,215.30301421356728
190874125.0,2023-11,-81.91,0.0,133.39301421356726
191161970.0,2023-01,-1940.0200000000004,0.0,-468.0040000000005
191161970.0,2023-02,-501.74,0.0,-969.7370000000004
191161970.0,2023-03,-242.60000000000002,0.0,-1212.3340000000003
191161970.0,2023-04,-356.62,0.0,-1568.9480000000003
191161970.0,2023-05,-384.07000000000005,0.0,-1953.0010000000004
191161970.0,2023-06,-304.47,0.0,-2257.458999999999
191161970.0,2023-07,-472.55000000000007,0.0,-2730.0039999999985
191161970.0,2023-08,-328.26000000000005,0.0,-3058.263999999997
191161970.0,2023-09,-398.4200000000001,0.0,-3456.668999999996
191161970.0,2023-10,-429.72,0.0,-3886.371999999995
191161970.0,2023-11,-371.95000000000005,0.0,-4258.311999999993
191161970.0,2023-12,-66.97,0.0,-4325.280999999993
191992682.0,2023-01,-1307.6700000000003,0.0,493.3209785640656
191992682.0,2023-02,-567.87,0.0,-74.54546029206475
191992682.0,2023-03,-183.3,0.0,-257.8484602920647
191992682.0,2023-04,-413.54,0.0,-671.3914602920647
191992682.0,2023-05,-411.08,0.0,-1082.4664602920648
191992682.0,2023-06,-385.96,0.0,-1468.422460292065
191992682.0,2023-07,-308.17,0.0,-1776.591460292065
191992682.0,2023-08,-342.60999999999996,0.0,-2119.196460292064
191992682.0,2023-09,-445.86,0.0,-2565.056460292063
191992682.0,2023-10,-201.23000000000002,0.0,-2766.281460292063
191992682.0,2023-11,-267.81,0.0,-3034.0914602920625
192202372.0,2023-01,-2887.47,2340.0,1059.5462244147254
192202372.0,2023-02,-1100.7199999999998,1170.0,1128.823125024525
192202372.0,2023-03,-2439.9299999999994,2520.0,1208.919096827895
192202372.0,2023-04,-1449.85,1170.0,929.0756578464924
192202372.0,2023-05,-1528.24,1170.0,570.8415942516713
192202372.0,2023-06,-1345.91,2030.0,1254.9301374389222
192202372.0,2023-07,-1947.7800000000002,2150.0,1457.1562786808809
192202372.0,2023-08,-1448.69,1170.0,1178.446291264337
192202372.0,2023-09,-1427.71,1170.0,920.7520190390736
192202372.0,2023-10,-2070.0299999999997,1650.0,500.7189338887979
192202372.0,2023-11,-979.75,1170.0,690.9557349805995
192202372.0,2023-12,-471.12,0.0,219.83608751722232
194023154.0,2023-01,-1463.72,0.0,-448.71352178473535
194023154.0,2023-02,-335.1,0.0,-822.6756217847354
194023154.0,2023-03,-306.68,0.0,-1129.358071784735
194023154.0,2023-04,-456.14,0.0,-1585.5008717847354
194023154.0,2023-05,-206.49000000000007,0.0,-1791.9871717847354
194023154.0,2023-06,-95.47999999999999,0.0,-1887.462171784736
194023154.0,2023-07,-163.49,0.0,-2103.492171784735
194023154.0,2023-08,-119.33999999999999,0.0,-2222.8321717847343
194023154.0,2023-09,-185.8,0.0,-2408.629671784734
194023154.0,2023-10,-150.15,0.0,-2558.777171784733
194023154.0,2023-11,-255.61,0.0,-2814.384671784732
194023154.0,2023-12,-46.44,0.0,-2860.832171784732
194745206.0,2023-01,-2795.0899999999992,2680.0,1201.916914252611
194745206.0,2023-02,-1794.7600000000002,1340.0,747.1623720912432
194745206.0,2023-03,-1852.8700000000001,1340.0,234.30037209124328
194745206.0,2023-04,-783.3299999999999,1340.0,790.9713720912432
194745206.0,2023-05,-1399.3700000000001,1340.0,731.5973720912432
194745206.0,2023-06,-1848.2,1340.0,223.41237209124324
194745206.0,2023-07,-807.01,1340.0,756.4023720912433
194745206.0,2023-08,-1244.6800000000003,1340.0,851.7223720912432
194745206.0,2023-09,-1325.3500000000001,1340.0,866.3803720912431
194745206.0,2023-10,-1572.03,1340.0,634.3383720912432
194745206.0,2023-11,-1167.09,1340.0,807.2433720912431
194745206.0,2023-12,-1813.8500000000004,0.0,-498.5906279087568
195895574.0,2023-01,-1085.0400000000002,2021.0,2448.9587968382093
195895574.0,2023-02,-718.58,2021.0,3751.380909151992
195895574.0,2023-03,-938.5400000000001,2021.0,4833.835663201705
195895574.0,2023-04,-477.5,2021.0,6377.346156355832
195895574.0,2023-05,-2265.9699999999993,2021.0,6132.380840891997
195895574.0,2023-06,-1648.47,2021.0,6504.899092895432
195895574.0,2023-07,-2231.7699999999995,2021.0,6294.162100926295
195895574.0,2023-08,-1278.0600000000002,2021.0,7037.102447513945
195895574.0,2023-09,-1365.04,2021.0,7667.861025060883
195895574.0,2023-10,-1697.51,2021.0,7991.362970993027
195895574.0,2023-11,-2001.07,2021.0,8011.292982446125
195895574.0,2023-12,-223.26,0.0,7788.028124553097
196289502.0,2023-01,-1608.57,3376.0,2680.8657000000003
196289502.0,2023-02,-1531.3000000000002,3376.0,4525.566600000003
196289502.0,2023-03,-1561.29,3376.0,6340.279397932623
196289502.0,2023-04,-1833.54,3376.0,7882.752946934532
196289502.0,2023-05,-1600.67,3376.0,9658.09287498804
196289502.0,2023-06,-1573.71,3376.0,11460.371924138452
196289502.0,2023-07,-1856.3000000000002,3376.0,12980.064989574208
196289502.0,2023-08,-1751.65,3376.0,14604.41953142484
196289502.0,2023-09,-2264.489999999999,3376.0,15715.788131613434
196289502.0,2023-10,-2077.1799999999994,3376.0,17014.623309543014
196289502.0,2023-11,-1719.0400000000002,3376.0,18656.62118908664
196289502.0,2023-12,-883.9300000000001,0.0,18234.753041109903
197050303.0,2023-01,-2981.8499999999995,1675.0,634.1371176637315
197050303.0,2023-02,-1853.32,1675.0,455.8194325634954
197050303.0,2023-03,-2222.24,1675.0,-91.43056743650456
197050303.0,2023-04,-1487.95,1675.0,95.6194325634954
197050303.0,2023-05,-1662.63,1675.0,107.98943256349534
197050303.0,2023-06,-1519.95,1675.0,263.0394325634952
197050303.0,2023-07,-1838.1100000000001,1675.0,-28.690567436504782
197050303.0,2023-08,-1476.18,1675.0,170.1294325634952
197050303.0,2023-09,-1513.94,1675.0,331.1894325634951
197050303.0,2023-10,-1830.9499999999998,1675.0,175.23943256349503
197050303.0,2023-11,-1465.92,1675.0,384.31943256349496
197050303.0,2023-12,-129.98,0.0,254.33943256349497
197779140.0,2023-01,-1396.23,0.0,-0.2300000000001123
197779140.0,2023-02,-134.98,0.0,-135.21000000000012
197779140.0,2023-03,-299.87,0.0,-435.0789500000001
197779140.0,2023-04,-134.98,0.0,-570.0589500000001
197779140.0,2023-05,-459.32,1590.0,560.6216999999998
197779140.0,2023-06,-475.98,450.0,534.6416999999997
197779140.0,2023-07,-273.21000000000004,0.0,261.43349999999964
197779140.0,2023-08,-141.98,0.0,119.45349999999964
197779140.0,2023-09,-252.08,0.0,-132.62770000000037
197779140.0,2023-10,-181.94000000000003,0.0,-314.5677000000004
197779140.0,2023-11,-134.98,0.0,-449.5477000000004
197865285.0,2023-01,-3287.8899999999994,2870.0,2219.1062026386608
197865285.0,2023-02,-4025.2199999999993,2870.0,1063.890052638661
197865285.0,2023-03,-3086.7199999999993,2870.0,847.1766916792808
197865285.0,2023-04,-2969.5899999999997,2870.0,741.5340617312208
197865285.0,2023-05,-3180.7,2870.0,430.83931173122073
197865285.0,2023-06,-2586.9999999999995,2870.0,713.8456117312207
197865285.0,2023-07,-2902.2999999999993,2870.0,681.5427617312207
197865285.0,2023-08,-2998.1499999999996,2870.0,553.3873117312205
197865285.0,2023-09,-2644.9299999999994,2870.0,778.4577617312202
197865285.0,2023-10,-3027.88,2870.0,620.5641617312203
197865285.0,2023-11,-3039.1899999999996,2870.0,451.3733117312204
197865285.0,2023-12,-1294.98,2870.0,432.3933117312204
198051483.0,2023-01,-2572.0899999999997,1542.5,1435.9197786764605
198051483.0,2023-02,-1847.3100000000002,1542.5,1131.1134958231796
198051483.0,2023-03,-3148.6099999999997,1542.5,-474.9837104088565
198051483.0,2023-04,-1242.14,1542.5,-174.62016040885658
198051483.0,2023-05,-1439.54,1542.5,-71.6517104088566
198051483.0,2023-06,-1522.8000000000002,1542.5,-51.94301040885669
198051483.0,2023-07,-1532.99,1542.5,-42.43436040885671
198051483.0,2023-08,-1357.15,1542.5,142.91048959114323
198051483.0,2023-09,-2850.1099999999997,1542.5,-1164.6969104088569
198051483.0,2023-10,-1273.1399999999999,1542.5,-895.326910408857
198051483.0,2023-11,-1407.78,1542.5,-760.6019104088573
198051483.0,2023-12,-650.5,1542.5,-787.1019104088573
198630866.0,2023-01,-1398.36,0.0,-509.36197356126814
198630866.0,2023-02,-463.21000000000004,0.0,-972.571023561268
198630866.0,2023-03,-277.64,0.0,-1250.2151735612683
198630866.0,2023-04,-922.0400000000001,2140.0,-32.2532235612684
198630866.0,2023-05,-389.08,260.0,-161.32977356126838
198630866.0,2023-06,-283.89,0.0,-445.2182735612684
198630866.0,2023-07,-380.45,0.0,-825.6647235612685
198630866.0,2023-08,-720.1,1350.0,-195.7666235612685
198630866.0,2023-09,-341.75,0.0,-537.5101235612685
198630866.0,2023-10,-368.28,580.0,-325.7984235612686
198630866.0,2023-11,-354.03,0.0,-679.8267735612685
198946608.0,2023-01,-1983.0700000000002,2000.0,2761.9296757610223
198946608.0,2023-02,-2035.22,2000.0,2726.717031533173
198946608.0,2023-03,-1502.77,2000.0,3223.945231533174
198946608.0,2023-04,-668.8100000000001,2000.0,4555.135381533175
198946608.0,2023-05,-609.7099999999999,2000.0,5826.652131533176
198946608.0,2023-06,-2428.35,2000.0,5398.309358021388
198946608.0,2023-07,-1343.48,2000.0,6054.832885896036
198946608.0,2023-08,-1625.32,2000.0,6429.517862622103
198946608.0,2023-09,-1496.66,2000.0,6932.874291762159
198946608.0,2023-10,-4019.3300000000004,2000.0,4891.516620078678
198946608.0,2023-11,-1808.9,2000.0,5082.616124598253
198946608.0,2023-12,-428.5,2000.0,4654.112882807986
199016328.0,2023-01,-1143.8700000000001,2820.0,2694.130000000001
199016328.0,2023-02,-1311.9,2800.0,4182.230000000002
199016328.0,2023-03,-4975.95,2800.0,2006.280000000002
199016328.0,2023-04,-942.9300000000001,2800.0,3856.350000000002
199016328.0,2023-05,-1324.3500000000001,2800.0,5332.000000000004
199016328.0,2023-06,-927.8900000000001,2800.0,7204.110000000004
199016328.0,2023-07,-1474.1599999999999,2800.0,8529.953089761848
199016328.0,2023-08,-4002.96,2800.0,7326.993992810781
199016328.0,2023-09,-3699.2000000000003,2800.0,6427.789578394218
199016328.0,2023-10,-4476.03,2800.0,4751.756606911703
199016328.0,2023-11,-1046.6,2800.0,6505.151035099075
199016328.0,2023-12,-900.95,0.0,6467.201035099075
200080192.0,2023-01,-2133.9699999999993,2800.0,3891.031692716881
200080192.0,2023-02,-2129.1599999999994,2800.0,4561.875992716883
200080192.0,2023-03,-2150.1799999999994,2800.0,5211.684792716885
200080192.0,2023-04,-1595.2600000000002,2800.0,6356.807928457805
200080192.0,2023-05,-1610.64,2800.0,7546.174382120622
200080192.0,2023-06,-1650.24,2800.0,8695.946827294176
200080192.0,2023-07,-2076.6299999999997,2800.0,9419.29404921633
200080192.0,2023-08,-2084.7899999999995,2800.0,10134.48973361359
200080192.0,2023-09,-3097.23,2800.0,9837.255180574086
200080192.0,2023-10,-2394.7,2800.0,10242.548465199803
200080192.0,2023-11,-3098.75,2800.0,9919.012771755342
200080192.0,2023-12,-966.28,2800.0,9773.744708105472
202320275.0,2023-01,-747.21,430.0,376.7817499999999
202320275.0,2023-02,-561.3100000000001,430.0,245.46574999999984
202320275.0,2023-03,-530.2099999999999,430.0,145.2557999999998
202320275.0,2023-04,-501.32000000000005,430.0,73.94184999999976
202320275.0,2023-05,-623.6800000000001,430.0,-119.74030000000022
202320275.0,2023-06,-524.63,430.0,-214.3732500000002
202320275.0,2023-07,-572.78,430.0,-357.15895000000023
202320275.0,2023-08,-484.64000000000004,430.0,-411.7976500000003
202320275.0,2023-09,-607.86,430.0,-589.6519000000004
202320275.0,2023-10,-460.77,430.0,-620.4199000000006
