Account No,Year,Annual Expense,Annual Income,End of Year Balance
535804582.0,2023,-35301.26,35230.0,609.7300999999986
536924114.0,2023,-23026.699999999997,20267.5,-852.1947055930962
537487133.0,2023,-8264.310000000001,7080.0,127.71834999999945
538003940.0,2023,-16034.580000000002,15570.0,1441.42000000001
540159353.0,2023,-26593.27,37498.68,12508.503598157957
541639148.0,2023,-15432.599999999999,17556.0,4887.402347029749
544961962.0,2023,-23254.219999999998,19430.0,-206.2256769943906
546296727.0,2023,-11626.45,10670.0,117.56772730261837
546760202.0,2023,-2943.7299999999996,0.0,-2040.733027675968
547010927.0,2023,-22249.219999999998,48125.0,27482.554541104186
548549094.0,2023,-2451.0599999999995,0.0,-620.0336299265088
548638376.0,2023,-1575.96,0.0,-406.9648132445335
548907062.0,2023,-15857.43,14570.0,535.5869711746526
549414742.0,2023,-25130.33,32328.0,8199.66452616559
550169791.0,2023,-28034.9,52569.0,25378.844191065156
550644516.0,2023,-21309.7,17821.1,-306.5211000000015
550832673.0,2023,-26303.18,28611.0,4078.9460163955114
551196328.0,2023,-15356.880000000001,20075.0,5438.005465435383
551755686.0,2023,-10950.56,18695.0,8215.998926654152
552980092.0,2023,-7962.07,7370.0,11.033719119337524
553734946.0,2023,-21802.809999999998,21450.0,401.2085999999981
554771381.0,2023,-2371.39,0.0,-1791.3961500000005
554792076.0,2023,-16874.81,48125.0,32282.350329777262
555393405.0,2023,-22738.83,21373.0,-681.8134000000003
555804115.0,2023,-19061.589999999997,16967.5,-1228.911047558703
556631012.0,2023,-11353.980000000001,10420.0,386.016373085678
556992209.0,2023,-25303.730000000003,33330.0,12277.315238008125
558119802.0,2023,-27117.38,64163.0,37767.28015560242
558875206.0,2023,-28950.75,34875.0,4061.7375393997822
559995067.0,2023,-31800.260000000002,33965.25,3780.022699942541
564214408.0,2023,-20783.629999999997,20100.0,-65.61451527427398
564744955.0,2023,-19224.72,18425.0,612.260958588842
565175333.0,2023,-25966.539999999997,20448.0,-4307.536022729825
567499591.0,2023,-20972.39,18510.0,-1557.3899000000004
569687509.0,2023,-3416.95,0.0,-2409.3928999999985
570269025.0,2023,-20240.27,24000.0,4065.818696413823
570323670.0,2023,-12227.59,15730.0,4127.437256450264
570410059.0,2023,-19178.14,20100.0,2435.852146776312
570575024.0,2023,-20018.960000000003,18535.0,-1071.0757000000008
572136270.0,2023,-20725.76,19128.120000000003,-450.64858841197656
572333122.0,2023,-4930.18,0.0,-4082.377549999995
572384506.0,2023,-27911.71,35193.0,9019.63918019796
574548998.0,2023,-28639.18,27500.0,-0.0417000000010716
575652395.0,2023,-19952.440000000002,21100.0,1981.601572079696
576188756.0,2023,-10697.490000000002,3980.0,-4890.531499999998
578131296.0,2023,-9942.24,9470.0,734.7631694440436
581618317.0,2023,-24322.21,16967.5,-5227.721701873204
581655972.0,2023,-25578.960000000003,69996.0,45935.20686133913
583558311.0,2023,-11804.58,10210.0,-428.48121524866775
583579399.0,2023,-17889.83,18425.0,1300.1361000000006
585133606.0,2023,-36534.54999999999,41250.0,6121.504711631687
585596026.0,2023,-34310.13,35990.0,2903.861118569257
585625048.0,2023,-19273.77,20100.0,2706.471883013491
586041848.0,2023,-14751.780000000002,16330.0,2699.7427000000007
586315521.0,2023,-22294.95,35640.0,14065.09229353735
587202562.0,2023,-34704.229999999996,33550.0,352.8964994170684
587225252.0,2023,-24333.88,30800.0,7057.672105903525
588565416.0,2023,-24281.010000000002,29634.0,7278.932079939112
592961759.0,2023,-23587.86,21227.5,-1741.3848000000005
593191200.0,2023,-14567.88,14930.0,959.812299999999
593378953.0,2023,-37349.91,37336.630000000005,1469.7296500000048
595800644.0,2023,-5836.15,4290.0,-1012.1570000000004
596171893.0,2023,-12234.52,11590.0,130.51559482551065
596328017.0,2023,-21406.61,17855.0,-2436.6478499999976
596463612.0,2023,-17064.56,14140.0,-2065.547604725138
598586358.0,2023,-4391.13,0.0,-3764.1074499999945
598793068.0,2023,-18424.260000000002,18425.0,942.4063999999978
600185455.0,2023,-1293.6100000000004,0.0,39.39000224748148
600585971.0,2023,-6536.09,5160.0,276.9091499999995
601627384.0,2023,-14429.61,17556.0,3902.2943156550623
603375739.0,2023,-19272.94,20100.0,2167.183063023268
603721739.0,2023,-22164.41,22110.0,1084.7978994831838
604288474.0,2023,-24784.49,24999.6,2034.6452287000252
604334058.0,2023,-19067.15,18205.0,736.8443999999993
604870380.0,2023,-3725.5800000000004,0.0,-1979.5890529005533
605116158.0,2023,-16877.17,19441.199999999997,3108.0777000000053
605711527.0,2023,-10893.130000000001,9550.0,-75.14748616741632
607629901.0,2023,-22608.010000000006,17875.0,-4687.038319908143
609939116.0,2023,-21731.86,29932.0,9241.717366495272
610450243.0,2023,-20085.81,18425.0,-309.6545999999998
610645022.0,2023,-21298.23,19728.0,-254.2592626449184
611143859.0,2023,-33567.1,36576.0,3613.1274000000135
612304466.0,2023,-3643.58,0.0,-2382.5982499999977
613427466.0,2023,-12051.550000000001,18425.0,7765.943455264379
613729471.0,2023,-27734.54,36663.0,9681.358016449063
615144184.0,2023,-9593.66,9170.0,645.3938991255188
616924659.0,2023,-35057.600000000006,33360.0,2050.384579823085
618138606.0,2023,-30376.43,30470.0,1457.323303264288
618514666.0,2023,-17936.129999999997,41250.0,23818.069472716485
620227043.0,2023,-4023.0599999999995,0.0,-2132.017771013424
621181115.0,2023,-8769.29,6930.0,-1110.320249570771
621652856.0,2023,-20190.0,20100.0,1084.9859696105402
623156843.0,2023,-26235.93,32098.0,5662.060876498848
624500124.0,2023,-19701.199999999997,21900.0,3576.2903506052976
624563756.0,2023,-21010.010000000002,20031.0,1.974128783556484
625281433.0,2023,-24078.05,21828.0,-778.3299073707569
625658193.0,2023,-11891.92,9320.0,-724.9016402437832
626989363.0,2023,-31480.720000000005,31777.199999999993,1410.771763317375
627622066.0,2023,-34946.439999999995,36960.0,3988.562372169631
627723633.0,2023,-8363.18,4750.0,-1802.208828003762
627917561.0,2023,-26532.43,30078.0,4659.515050000006
627936697.0,2023,-26042.409999999996,24904.0,354.59585000000004
628470485.0,2023,-20814.61,20100.0,897.4246353461492
629078930.0,2023,-21492.700000000004,20163.0,367.4067632670716
630468201.0,2023,-20748.96000000001,19152.0,-512.1185338897017
630691258.0,2023,-22982.21,22110.0,19.36654487484134
631111289.0,2023,-20012.38,18425.0,-476.34900000000096
631744379.0,2023,-3709.269999999999,0.0,-2384.2712594910654
632065391.0,2023,-7705.32,4740.0,-1098.3086499999995
633345190.0,2023,-31974.969999999998,36960.0,6100.361233244409
635679314.0,2023,-3971.11,0.0,-3266.0933291195174
637433131.0,2023,-20644.539999999997,20472.0,156.30079999999896
637649383.0,2023,-20742.489999999998,19920.0,924.5280999999984
639409800.0,2023,-21921.510000000002,61886.0,40441.72586687837
639420537.0,2023,-21233.21,19285.0,-1312.2139499999998
639549973.0,2023,-42497.6,48805.0,6631.644613704224
641376155.0,2023,-9816.12,7800.0,-27.077547898548865
641764023.0,2023,-20628.850000000002,18425.0,-952.8163037720044
642015139.0,2023,-10384.36,7720.0,-1528.3536625343618
642924505.0,2023,-20741.120000000003,20100.0,248.87512018352595
643610517.0,2023,-4635.509999999999,0.0,-3204.741190729656
644751433.0,2023,-26275.78,24000.0,-1538.7781584655386
647472692.0,2023,-24837.38,52569.0,29116.327104846143
647936800.0,2023,-42743.53,42939.92,1872.439854554387
648644594.0,2023,-22471.79,20210.0,676.2270999999989
651372390.0,2023,-21768.55,16967.5,-3837.0407499999983
651756497.0,2023,-31393.34,48125.0,18312.73671909955
652048867.0,2023,-18684.440000000002,18425.0,878.5518499999989
653640811.0,2023,-15044.11,34099.92,19565.867180827685
653667523.0,2023,-20807.129999999997,23470.0,5253.9197238903325
654329190.0,2023,-35487.479999999996,33596.0,-333.8449490514807
655368335.0,2023,-16593.98,19500.0,4542.236533799308
655450953.0,2023,-5054.950000000001,0.0,-3072.9548784555286
655730067.0,2023,-4932.58,4290.0,-36.41185000000047
656317661.0,2023,-19085.129999999997,16995.0,-113.14465845859732
656389634.0,2023,-5225.959999999999,3440.0,-461.39184042198553
656781737.0,2023,-12090.890000000001,5500.0,-5595.909999999994
656812046.0,2023,-27422.89,25300.0,2118.092753732519
657139925.0,2023,-23840.949999999997,38335.0,15503.97029988269
657528784.0,2023,-10343.04,8970.0,75.9969000000007
659008214.0,2023,-5489.27,0.0,-3639.270102290422
659415300.0,2023,-40546.54,41250.0,2623.007146218075
660561861.0,2023,-20891.81,20390.0,1056.415649332573
660789920.0,2023,-3970.6899999999996,0.0,-2574.913347382372
660874296.0,2023,-37516.81,36960.0,232.17744996084983
661295096.0,2023,-17327.21,20100.0,3797.348214784424
662610817.0,2023,-8348.93,6240.0,-1359.001831324928
663479159.0,2023,-22623.129999999997,26600.0,5388.961541827712
666952234.0,2023,-8205.7,6850.0,-113.42770187551324
667367404.0,2023,-25425.46,34386.0,9973.533900824652
668175891.0,2023,-14808.12,15550.0,1133.944366073262
668329719.0,2023,-21971.739999999998,30580.0,10057.802670998077
668692488.0,2023,-27725.62,27500.0,985.333041057584
669503912.0,2023,-4485.62,2530.0,-130.59944965118277
670102069.0,2023,-18501.79,19445.0,1712.8968685848797
670427480.0,2023,-43902.060000000005,44227.0,1131.8097000000012
671824917.0,2023,-2071.9,30.0,-1168.8732000000005
672913754.0,2023,-18491.9,31090.0,13489.085723842123
672994751.0,2023,-19560.73,18425.0,386.2562907860099
673025413.0,2023,-37243.34,37290.0,861.4753565414796
673818591.0,2023,-23665.32,24000.0,1763.6821753758404
675231808.0,2023,-18514.57,35618.0,19020.448371069517
675398089.0,2023,-16401.4,14925.599999999997,228.20070922534887
675806859.0,2023,-22910.22,30580.0,8748.429391554819
678330503.0,2023,-24953.67,26268.0,2508.672070991702
678726554.0,2023,-11712.399999999998,10580.0,-16.021247651610288
678851253.0,2023,-21133.45,25223.0,4465.386209778264
679662108.0,2023,-35765.19,53329.0,18258.796875455053
679911053.0,2023,-17453.4,20472.0,3529.6543862333683
679943657.0,2023,-28950.39,32098.0,4360.938889180138
680773155.0,2023,-21129.85,20472.0,442.1590833310911
681955876.0,2023,-17459.43,14740.0,-1225.4881000000005
682194230.0,2023,-3996.5199999999995,0.0,-2517.480849999998
683078800.0,2023,-33267.17,31260.0,2404.945389942463
683319988.0,2023,-17750.36,25234.0,8045.751369550388
684284526.0,2023,-4464.91,0.0,-3570.896366745755
684988568.0,2023,-22188.47,20100.0,-237.4432734272016
685959099.0,2023,-18924.190000000002,19106.120000000003,3418.822866099244
687135796.0,2023,-21840.6,52569.0,32589.33939152369
688328251.0,2023,-22651.469999999998,18832.0,-2160.476375354828
688712152.0,2023,-22218.300000000003,28500.0,7288.218690701315
690523499.0,2023,-34055.72,32717.0,290.40295
690941877.0,2023,-1643.95,0.0,-206.94503848250812
690958123.0,2023,-15472.6,38049.0,23656.13544787065
691012931.0,2023,-21541.520000000004,19008.0,-1604.532250000001
691789577.0,2023,-26325.41,25512.0,-1092.4430500000003
691843653.0,2023,-3865.7,0.0,-3342.713399999992
695607232.0,2023,-9773.8,7800.0,-13.753505389440004
696333897.0,2023,-20707.64,20267.5,496.8903999999986
696758548.0,2023,-4528.199999999999,0.0,-3734.6303963201367
697140785.0,2023,-6310.289999999999,4620.0,-3.2713832638968405
698076160.0,2023,-14418.349999999999,20100.0,7592.678837201855
698955014.0,2023,-36550.939999999995,37053.0,1132.0503404481908
699139822.0,2023,-19318.96,19152.0,612.6440757769471
699313649.0,2023,-3961.9299999999994,330.0,-2489.9458991419046
699997811.0,2023,-39495.33,39182.0,671.6787000000032
700138124.0,2023,-26799.36,32098.0,5333.847158248867
701070224.0,2023,-12650.44,9340.0,-1713.4191
703478110.0,2023,-29764.13,32617.0,3595.3477499085843
703537476.0,2023,-15968.529999999999,16180.0,1397.4862499999992
703588001.0,2023,-32960.63,32658.0,351.40129999999965
704517789.0,2023,-14264.98,33360.0,19662.529603784704
705848712.0,2023,-33767.76,63513.60000000001,30819.7271482825
706250160.0,2023,-25453.64,38962.0,14762.79313078748
706301742.0,2023,-4047.04,40.0,-3425.763149999995
706361191.0,2023,-12188.97,11920.0,227.0320484940779
709142813.0,2023,-5636.95,4920.0,994.0597999999992
709151315.0,2023,-12670.560000000001,11720.0,-0.59078162584008
709608057.0,2023,-22889.88,24000.0,3086.121024181713
709632525.0,2023,-27306.58,24750.0,-1438.6373500000009
709935470.0,2023,-8342.92,7370.0,668.0807376997723
711045550.0,2023,-32069.050000000003,32121.199999999997,1012.9013500000044
711140907.0,2023,-4745.320000000001,4920.0,965.6942999999992
712474734.0,2023,-3707.4000000000005,0.0,-1984.391831236004
713057426.0,2023,-13725.779999999999,11020.0,-1053.7992500000005
713641917.0,2023,-14863.05,15444.0,1590.9588459567872
713910252.0,2023,-40376.119999999995,38310.0,-712.5793742714591
715068825.0,2023,-9385.5,7430.0,-657.5155000000002
718058208.0,2023,-18998.250000000004,18640.0,1520.49857041276
719586818.0,2023,-36645.270000000004,57222.0,21807.740705406693
719742742.0,2023,-9498.509999999998,7800.0,3.0899922220368765
720221651.0,2023,-3744.4799999999996,0.0,-2696.468866598434
720742759.0,2023,-19389.309999999998,20328.0,1193.2470808830071
721393911.0,2023,-2559.74,450.0,-671.7365425357167
722358036.0,2023,-25501.190000000002,24820.0,78.00829062708277
722971557.0,2023,-22548.910000000003,20100.0,-509.9042791569245
724537117.0,2023,-23758.05,21828.0,-1434.0542500000004
724997545.0,2023,-2184.54,0.0,-301.56095800221834
726913482.0,2023,-11747.98,9430.0,-692.9985485264766
727417797.0,2023,-11389.36,13882.5,5963.403626772112
730002588.0,2023,-28574.890000000003,43527.0,15964.79932114482
734161378.0,2023,-24176.6,20390.0,-2943.625169434211
736310094.0,2023,-16988.14,15444.0,-808.1789240274259
736340277.0,2023,-21345.300000000003,29664.0,9131.894176335629
737537711.0,2023,-9954.85,8280.0,-71.02446639846431
737547541.0,2023,-22424.91,19275.0,153.91559956777434
737645298.0,2023,-4412.249999999999,0.0,-3058.2391999999973
738958551.0,2023,-15818.600000000002,25003.0,10045.023576870202
741269136.0,2023,-38250.77,38790.0,2064.265950000003
741903302.0,2023,-30572.050000000003,32098.0,3243.5596174915186
742223719.0,2023,-19365.79,19008.0,736.2438573048025
743630833.0,2023,-24524.89,22900.0,-472.3613867152988
744211756.0,2023,-5505.540000000001,0.0,-4683.550749999991
744398361.0,2023,-17296.28,16080.0,317.70299999999963
744968736.0,2023,-22092.159999999996,19008.0,-1514.146826569424
749371623.0,2023,-4151.099999999999,0.0,-2758.084153517342
749378808.0,2023,-21479.86,22800.0,2661.386239193468
750094757.0,2023,-21415.480000000003,18480.0,-1415.4893000000006
750898750.0,2023,-2407.1600000000003,0.0,-628.1594653199005
752362502.0,2023,-40506.27,48125.0,8315.877873675552
753525749.0,2023,-4025.3,0.0,-2570.268399999999
754141345.0,2023,-28926.72,23626.0,-3252.76283511576
757115616.0,2023,-18146.5,18645.0,2311.5000000000045
758160963.0,2023,-23916.31,30690.0,7589.681724777471
758885184.0,2023,-28002.75,27600.0,912.2550822743448
760704118.0,2023,-24344.32,24999.6,1565.5983127174895
760753808.0,2023,-22463.46,20900.0,-634.4545000000005
761272540.0,2023,-9477.529999999999,8140.0,197.0752999999987
762700245.0,2023,-19532.120000000003,20100.0,1482.8717000000024
762785862.0,2023,-12447.899999999998,12870.0,1120.0962999999992
762859681.0,2023,-8926.369999999999,8800.0,1079.650599999999
762896656.0,2023,-15128.240000000002,13720.0,-597.5775018481414
764450279.0,2023,-11060.25,34386.0,24366.77211635454
766692943.0,2023,-21685.02,18425.0,-2139.04425
766812921.0,2023,-19662.68,18425.0,20.346949999998916
766941757.0,2023,-30494.32,33185.0,3973.701397234488
767447966.0,2023,-14987.77,20100.0,5739.274922706574
768271776.0,2023,-25676.82,23400.0,-606.7990967665797
769311479.0,2023,-23892.369999999995,30633.0,7455.482490566695
769319491.0,2023,-19192.28,17270.0,-1125.3330000000008
771125520.0,2023,-9413.53,7490.0,-214.51820000000092
773633520.0,2023,-8241.46,6300.0,1.5975609385114211
775790822.0,2023,-4804.43,0.0,-3493.433419216067
776108637.0,2023,-19519.4,18634.0,1078.6502536574956
776431321.0,2023,-22034.52,24000.0,3652.536972173123
779236304.0,2023,-19280.67,20435.0,2281.037595479535
779376323.0,2023,-16457.980000000003,20597.5,5007.615833981341
779620857.0,2023,-19878.11,18425.0,-536.453346385176
779816907.0,2023,-3792.1000000000004,0.0,-3217.106082922909
779946617.0,2023,-30589.9,48125.0,19192.27711718675
780463728.0,2023,-40841.509999999995,45219.0,5216.08087094224
780859359.0,2023,-2553.729999999999,0.0,-992.7300000000002
781554833.0,2023,-22153.6,22130.0,1339.4102255639664
782013626.0,2023,-28673.220000000005,30000.0,2323.831199311629
782058249.0,2023,-2125.469999999999,0.0,-1399.4713733101617
783650950.0,2023,-10386.41,7800.0,-642.3786434110118
785210466.0,2023,-21083.309999999998,21900.0,2683.7477969465604
785749304.0,2023,-22481.32,31570.0,9896.60747489076
786141370.0,2023,-24683.84,23316.0,-244.8375000000009
786879739.0,2023,-4448.689999999999,0.0,-2608.030794120556
786927378.0,2023,-3022.2000000000007,0.0,-1840.2002796373165
788740658.0,2023,-17461.510000000002,18425.0,1940.4714690169988
792845450.0,2023,-18166.960000000003,18590.0,928.7061500000008
793781222.0,2023,-20294.02,21900.0,2064.9808789474077
795847804.0,2023,-12623.62,38962.0,27082.220777909923
796709231.0,2023,-21789.57,20009.0,-103.5902221037026
797184978.0,2023,-7709.110000000001,7370.0,68.19008657301941
799286313.0,2023,-17693.96,16170.0,-848.0355628758616
799453072.0,2023,-20497.95,18485.0,-589.9590500000013
799861885.0,2023,-10654.32,9790.0,1035.6747999999986
801500539.0,2023,-5159.7300000000005,530.0,-3816.7361999999976
802697323.0,2023,-21734.260000000002,38962.0,18646.675834216698
804317849.0,2023,-5757.609999999999,0.0,-4195.591633020517
806358207.0,2023,-21252.77,33600.0,13254.02805840264
807098817.0,2023,-9607.220000000001,8890.0,473.792449999999
807714284.0,2023,-16973.79,16967.5,1410.4501607359996
809499628.0,2023,-22916.5,41250.0,20187.31146817905
812012103.0,2023,-11021.81,8900.0,-459.5843000000005
812692024.0,2023,-19524.15,22110.0,4518.413712951307
812839908.0,2023,-19957.270000000004,16967.5,-1764.7498500000002
815385232.0,2023,-21318.79,32989.0,12247.781581410987
815993333.0,2023,-14866.960000000001,20750.0,6252.604066515882
816685391.0,2023,-22055.93,18425.0,-731.9309037084265
817294757.0,2023,-24444.399999999998,20587.5,-2419.8383
818552503.0,2023,-21035.82,20267.5,1092.4747999999988
819515373.0,2023,-22976.670000000002,24252.0,3049.3261876645106
820686957.0,2023,-22253.490000000005,20100.0,-1132.487566311196
821971408.0,2023,-19940.12,20100.0,1238.9091102355433
822135975.0,2023,-25120.65,37053.0,13165.481359123029
822250278.0,2023,-25676.92,32328.0,7757.276848955016
822718326.0,2023,-24944.63,29997.0,13077.887295024491
823208989.0,2023,-15736.289999999999,13970.0,65.8517038695318
824218857.0,2023,-5761.999999999999,0.0,-4005.648660845428
824916823.0,2023,-24154.489999999998,32087.0,9709.172158853497
826597014.0,2023,-6385.99,2140.0,-2667.9169406029264
828532554.0,2023,-20266.11,19500.0,-129.11969048271033
828750680.0,2023,-16195.160000000002,16450.0,1511.83214521368
829914501.0,2023,-20102.629999999997,21762.0,2267.828806570975
832564361.0,2023,-25915.100000000002,42504.0,17784.25014103694
833499132.0,2023,-29938.0,30908.0,1535.0086000000024
833899961.0,2023,-33032.46,33360.0,855.1149957180096
834383043.0,2023,-20088.25,24252.0,6081.761415159748
834581602.0,2023,-22758.329999999994,22462.0,-214.56520000000089
835736339.0,2023,-32927.43000000001,34373.79,3147.3795783833075
835829467.0,2023,-9890.98,7520.0,-1479.994749999998
836110591.0,2023,-23629.26,27504.0,4340.178623559948
836655156.0,2023,-5278.31,0.0,-3328.651455219154
837876918.0,2023,-3517.59,2420.0,-108.19279146542011
838415080.0,2023,-16370.49,12050.0,-3622.488999999999
838830098.0,2023,-13858.510000000002,14157.0,991.5154920877844
842682241.0,2023,-27417.82,31610.0,4551.820732562672
843174694.0,2023,-25103.959999999995,18286.0,-5790.983499999998
843537309.0,2023,-18606.3,16967.5,-514.795767791632
844206657.0,2023,-22393.85,22250.0,1122.1557551465696
844835978.0,2023,-21020.07,31777.199999999993,11805.57763156293
845648250.0,2023,-7336.75,7000.0,258.28094999999934
846550094.0,2023,-25146.969999999998,25212.0,1507.0772671741452
848118081.0,2023,-4393.89,0.0,-2614.892798002095
849096144.0,2023,-19101.340000000004,19500.0,2206.6420207513447
850290152.0,2023,-4963.38,0.0,-3268.375999999995
851181128.0,2023,-27948.45,30470.0,6002.123241098415
851649498.0,2023,-26968.71,35988.0,9932.111384036396
853907490.0,2023,-30749.71,38335.0,9282.560729468987
854513972.0,2023,-32080.31,35135.0,2757.7377000000006
854895960.0,2023,-25586.2,28622.0,4521.580161043493
855129444.0,2023,-20947.75,19441.199999999997,-36.58769543737221
856147482.0,2023,-10015.210000000001,8250.0,-450.4567985986247
856461967.0,2023,-9309.62,7440.0,1.4173535294926296
856957948.0,2023,-10436.69,22231.0,12512.321154533907
857455726.0,2023,-15427.56,14400.0,-84.52251412431582
857754342.0,2023,-36404.91,37053.0,1069.0850380227198
857997794.0,2023,-13101.429999999998,13320.0,1277.6106651508865
858560423.0,2023,-21700.09,34440.0,14057.877253018789
858989281.0,2023,-34872.71,63513.60000000001,30313.88511912171
859264768.0,2023,-18553.55,16995.0,167.4854337819383
859603181.0,2023,-25925.43,29664.0,3977.600802131094
860360312.0,2023,-22995.769999999997,22110.0,34.240208882680264
865748375.0,2023,-32892.670000000006,33276.0,2185.3155600401788
866941383.0,2023,-33731.91,36666.630000000005,3130.7584803036743
867679563.0,2023,-21405.14,19500.0,61.848353701715865
867987292.0,2023,-15321.23,17424.0,2672.828312441252
868014990.0,2023,-4539.129999999999,280.0,-3731.416099999995
868033067.0,2023,-3675.119999999999,0.0,-2591.09078645108
868377987.0,2023,-33956.600000000006,36960.0,3805.4556567228888
871200314.0,2023,-8027.829999999998,7420.0,441.17512424263833
871866387.0,2023,-19484.11,15408.0,904.7931999999988
872286364.0,2023,-21910.0,20544.0,-310.96949581309985
872874909.0,2023,-3692.7599999999984,0.0,-2139.741897899587
873693307.0,2023,-32593.940000000002,43527.0,12345.07339664765
873701090.0,2023,-17955.18,18528.0,692.1776680163313
874431242.0,2023,-30715.53,41379.0,11343.4486703541
874506295.0,2023,-6951.469999999999,4660.0,-1359.5917562455722
876890798.0,2023,-28588.63,30580.0,2686.899570699935
878989510.0,2023,-25267.22,29664.0,5712.843467815366
879091637.0,2023,-13554.61,12890.0,-29.21847626202291
880546403.0,2023,-34113.81999999999,32082.599999999995,-1435.2295000000022
885259672.0,2023,-19369.910000000003,22110.0,3565.08591292673
886837068.0,2023,-20748.9,20163.0,835.0955999999992
886921642.0,2023,-22696.15,24552.0,3579.9125023806964
887156614.0,2023,-26849.239999999998,25424.0,-400.8197710407738
887853850.0,2023,-23591.77,34099.92,11564.052167847534
889916166.0,2023,-21023.44,19500.0,459.55340141322654
890196840.0,2023,-5261.969999999999,0.0,-3296.9813166751287
890567652.0,2023,-8274.060000000001,5110.0,-1385.7138003203995
890830949.0,2023,-15099.91,14470.0,578.0885999999974
891513205.0,2023,-4990.67,4680.0,708.3311796590689
891716230.0,2023,-41227.92999999999,40626.0,-43.94967018989858
892354433.0,2023,-26759.25,24552.0,-408.1299606343386
893134725.0,2023,-27495.530000000002,25300.0,1619.4841007761188
895331556.0,2023,-20562.95,16750.0,-298.9316000000009
895750759.0,2023,-11568.390000000003,10660.0,-225.7625880756659
896821055.0,2023,-20756.32,18832.0,-481.2894407329176
897592348.0,2023,-10626.960000000001,27600.0,17778.11141771174
897714622.0,2023,-31613.73,41239.0,10540.89143803414
898104045.0,2023,-22214.46,19521.199999999997,-1505.2980500000024
899692478.0,2023,-23689.47,20100.0,-2138.470843524008
899742927.0,2023,-19672.34,34110.0,14792.76173267226
899983008.0,2023,-4078.8999999999996,0.0,-3483.901149999995
901037631.0,2023,-21269.53,20009.0,398.5113230964064
901432314.0,2023,-19343.71,22110.0,3716.9431607333145
902798190.0,2023,-9041.220000000001,7150.0,-194.1886344310265
903468956.0,2023,-18756.190000000002,18513.0,924.348999999999
903663593.0,2023,-24777.58,24999.6,621.7051992000772
903953091.0,2023,-16294.710000000001,18766.0,4073.388790134576
904154012.0,2023,-9833.160000000002,8240.0,300.8474581204314
905860285.0,2023,-39438.58,52500.0,14513.199385097956
907987693.0,2023,-4023.6700000000005,0.0,-2748.686999999997
909669130.0,2023,-12693.02,12070.0,569.9798847367667
909676212.0,2023,-23952.739999999998,22800.0,507.81690190021015
910730524.0,2023,-12579.279999999999,20100.0,8781.085130228474
912584712.0,2023,-17063.43,16967.5,876.100619544733
912705941.0,2023,-9094.05,29664.0,21125.5936208431
913127700.0,2023,-20503.909999999996,21373.0,2637.963138011117
913801979.0,2023,-25022.78,23766.0,204.23932991449368
914806976.0,2023,-18288.71,16967.5,58.79325018548643
915666111.0,2023,-25613.739999999998,19441.199999999997,-4855.549574772038
916225911.0,2023,-3758.08,0.0,-2543.069249999999
916270283.0,2023,-11821.0,14450.0,3147.0302500000016
918160369.0,2023,-1734.21,0.0,-1067.2136500000004
918772878.0,2023,-7557.34,4620.0,-1637.4620172453203
919185264.0,2023,-22998.379999999997,27500.0,5398.249728102833
920031185.0,2023,-7237.789999999999,5870.0,-339.80637051629225
920830317.0,2023,-39998.21000000001,38016.0,-351.2029793625187
923322792.0,2023,-12975.95,11520.0,-523.6943317536377
924045955.0,2023,-24833.18,24722.0,761.0269426586649
925037906.0,2023,-23699.62,24076.0,2332.352800000002
925659248.0,2023,-21595.330000000005,19200.0,-564.3420892295711
929044080.0,2023,-10306.83,9220.0,787.1638915056282
930271460.0,2023,-28554.02,27600.0,356.9277475357762
930277104.0,2023,-43715.64,52569.0,10290.79165254055
932820758.0,2023,-4211.03,0.0,-2805.726566775553
933491926.0,2023,-18153.81,22231.0,4080.180218368096
933745726.0,2023,-8545.189999999999,6320.0,-286.0589435706768
936813994.0,2023,-11485.73,10270.0,640.293360832788
936917570.0,2023,-3835.6999999999994,0.0,-3232.704999999995
938992364.0,2023,-9658.31,8040.0,365.70012373139946
939972497.0,2023,-26798.760000000002,26838.0,748.3309086000104
940569402.0,2023,-33177.990000000005,37500.0,5476.6096663072085
941285623.0,2023,-18809.870000000003,17750.0,761.9553990667703
943329213.0,2023,-8655.67,8400.0,1288.3416193497576
943829984.0,2023,-21086.29,20100.0,-51.61929088654317
945054126.0,2023,-18741.739999999998,18425.0,442.9781
948069469.0,2023,-20245.35,18766.0,-698.3261000000011
948558249.0,2023,-13417.779999999999,22110.0,9728.913461815642
949032480.0,2023,-23800.600000000002,27504.0,4252.421909474946
950234174.0,2023,-31844.550000000003,31140.0,-104.32918076284038
951817450.0,2023,-24135.890000000003,32496.0,10220.933335485312
952921898.0,2023,-1380.8500000000001,0.0,-439.8445777080188
954263768.0,2023,-18676.019999999997,15450.0,-144.96270000000035
955035930.0,2023,-29786.33,31261.0,2564.6684791714783
956717493.0,2023,-26641.0,27500.0,1822.3396622581224
957821152.0,2023,-25131.61,21900.0,-1331.6504535715496
960208650.0,2023,-20741.09,36160.0,16810.1946966421
961077907.0,2023,-8949.89,6990.0,-65.86520000000007
962295212.0,2023,-13311.429999999998,8760.0,-2401.460149999996
964702094.0,2023,-17714.32,17957.5,1062.1310121713564
964913066.0,2023,-3259.8200000000006,0.0,-2520.8446999999965
965038148.0,2023,-9706.92,7670.0,-294.70683436767223
967989787.0,2023,-6024.46,5120.0,174.53808264072725
